"Notes"	"County"	"County Code"	"Hispanic Origin"	"Hispanic Origin Code"	Deaths	Births	Death Rate
	"Spartanburg County, SC"	"45083"	"Non-Hispanic Black"	"7"	70	7682	9.11
	"Unidentified Counties, SC"	"45999"	"Mexican"	"2148-5"	84	16859	4.98
	"Unidentified Counties, SC"	"45999"	"Puerto Rican"	"2180-8"	13	2067	6.29 (Unreliable)
	"Unidentified Counties, SC"	"45999"	"Cuban"	"2182-4"	Suppressed	377	Suppressed
	"Unidentified Counties, SC"	"45999"	"Central or South American"	"4"	23	5050	4.55
	"Unidentified Counties, SC"	"45999"	"Non-Hispanic White"	"6"	1154	196168	5.88
	"Unidentified Counties, SC"	"45999"	"Non-Hispanic Black"	"7"	1334	108967	12.24
	"Unidentified Counties, SD"	"46999"	"Mexican"	"2148-5"	21	2637	7.96
	"Unidentified Counties, SD"	"46999"	"Puerto Rican"	"2180-8"	Suppressed	330	Suppressed
	"Unidentified Counties, SD"	"46999"	"Cuban"	"2182-4"	Suppressed	49	Suppressed
	"Unidentified Counties, SD"	"46999"	"Central or South American"	"4"	Suppressed	1077	Suppressed
	"Unidentified Counties, SD"	"46999"	"Non-Hispanic White"	"6"	460	81879	5.62
	"Unidentified Counties, SD"	"46999"	"Non-Hispanic Black"	"7"	27	2491	10.84
	"Davidson County, TN"	"47037"	"Mexican"	"2148-5"	46	9403	4.89
	"Davidson County, TN"	"47037"	"Puerto Rican"	"2180-8"	Suppressed	525	Suppressed
	"Davidson County, TN"	"47037"	"Cuban"	"2182-4"	Suppressed	246	Suppressed
	"Davidson County, TN"	"47037"	"Central or South American"	"4"	17	4030	4.22 (Unreliable)
	"Davidson County, TN"	"47037"	"Non-Hispanic White"	"6"	239	43903	5.44
	"Davidson County, TN"	"47037"	"Non-Hispanic Black"	"7"	301	26556	11.33
	"Hamilton County, TN"	"47065"	"Mexican"	"2148-5"	13	1541	8.44 (Unreliable)
	"Hamilton County, TN"	"47065"	"Puerto Rican"	"2180-8"	Suppressed	160	Suppressed
	"Hamilton County, TN"	"47065"	"Cuban"	"2182-4"	Suppressed	54	Suppressed
	"Hamilton County, TN"	"47065"	"Central or South American"	"4"	19	2234	8.50 (Unreliable)
	"Hamilton County, TN"	"47065"	"Non-Hispanic White"	"6"	143	23625	6.05
	"Hamilton County, TN"	"47065"	"Non-Hispanic Black"	"7"	122	9124	13.37
	"Knox County, TN"	"47093"	"Mexican"	"2148-5"	11	2007	5.48 (Unreliable)
	"Knox County, TN"	"47093"	"Puerto Rican"	"2180-8"	Suppressed	168	Suppressed
	"Knox County, TN"	"47093"	"Cuban"	"2182-4"	Suppressed	49	Suppressed
	"Knox County, TN"	"47093"	"Central or South American"	"4"	Suppressed	843	Suppressed
	"Knox County, TN"	"47093"	"Non-Hispanic White"	"6"	195	37743	5.17
	"Knox County, TN"	"47093"	"Non-Hispanic Black"	"7"	57	5028	11.34
	"Rutherford County, TN"	"47149"	"Mexican"	"2148-5"	Suppressed	559	Suppressed
	"Rutherford County, TN"	"47149"	"Puerto Rican"	"2180-8"	Suppressed	52	Suppressed
	"Rutherford County, TN"	"47149"	"Cuban"	"2182-4"	Suppressed	15	Suppressed
	"Rutherford County, TN"	"47149"	"Central or South American"	"4"	Suppressed	186	Suppressed
	"Rutherford County, TN"	"47149"	"Non-Hispanic White"	"6"	33	5537	5.96
	"Rutherford County, TN"	"47149"	"Non-Hispanic Black"	"7"	10	1202	8.32 (Unreliable)
	"Shelby County, TN"	"47157"	"Mexican"	"2148-5"	37	8854	4.18
	"Shelby County, TN"	"47157"	"Puerto Rican"	"2180-8"	Suppressed	209	Suppressed
	"Shelby County, TN"	"47157"	"Cuban"	"2182-4"	Suppressed	100	Suppressed
	"Shelby County, TN"	"47157"	"Central or South American"	"4"	15	2311	6.49 (Unreliable)
	"Shelby County, TN"	"47157"	"Non-Hispanic White"	"6"	174	33797	5.15
	"Shelby County, TN"	"47157"	"Non-Hispanic Black"	"7"	1088	76204	14.28
	"Unidentified Counties, TN"	"47999"	"Mexican"	"2148-5"	101	20608	4.90
	"Unidentified Counties, TN"	"47999"	"Puerto Rican"	"2180-8"	16	1864	8.58 (Unreliable)
	"Unidentified Counties, TN"	"47999"	"Cuban"	"2182-4"	Suppressed	415	Suppressed
	"Unidentified Counties, TN"	"47999"	"Central or South American"	"4"	29	4353	6.66
	"Unidentified Counties, TN"	"47999"	"Non-Hispanic White"	"6"	2302	355129	6.48
	"Unidentified Counties, TN"	"47999"	"Non-Hispanic Black"	"7"	404	35609	11.35
	"Bell County, TX"	"48027"	"Mexican"	"2148-5"	11	2222	4.95 (Unreliable)
	"Bell County, TX"	"48027"	"Puerto Rican"	"2180-8"	Suppressed	479	Suppressed
	"Bell County, TX"	"48027"	"Cuban"	"2182-4"	Suppressed	28	Suppressed
	"Bell County, TX"	"48027"	"Central or South American"	"4"	Suppressed	175	Suppressed
	"Bell County, TX"	"48027"	"Non-Hispanic White"	"6"	35	5891	5.94
	"Bell County, TX"	"48027"	"Non-Hispanic Black"	"7"	27	2908	9.28
	"Bexar County, TX"	"48029"	"Mexican"	"2148-5"	734	125566	5.85
	"Bexar County, TX"	"48029"	"Puerto Rican"	"2180-8"	12	1742	6.89 (Unreliable)
	"Bexar County, TX"	"48029"	"Cuban"	"2182-4"	Suppressed	246	Suppressed
	"Bexar County, TX"	"48029"	"Central or South American"	"4"	13	2772	4.69 (Unreliable)
	"Bexar County, TX"	"48029"	"Non-Hispanic White"	"6"	254	58235	4.36
	"Bexar County, TX"	"48029"	"Non-Hispanic Black"	"7"	168	15799	10.63
	"Brazoria County, TX"	"48039"	"Mexican"	"2148-5"	11	2515	4.37 (Unreliable)
	"Brazoria County, TX"	"48039"	"Puerto Rican"	"2180-8"	Suppressed	53	Suppressed
	"Brazoria County, TX"	"48039"	"Cuban"	"2182-4"	Suppressed	11	Suppressed
	"Brazoria County, TX"	"48039"	"Central or South American"	"4"	Suppressed	202	Suppressed
	"Brazoria County, TX"	"48039"	"Non-Hispanic White"	"6"	16	4665	3.43 (Unreliable)
	"Brazoria County, TX"	"48039"	"Non-Hispanic Black"	"7"	Suppressed	1134	Suppressed
	"Cameron County, TX"	"48061"	"Mexican"	"2148-5"	351	62770	5.59
	"Cameron County, TX"	"48061"	"Puerto Rican"	"2180-8"	Suppressed	66	Suppressed
	"Cameron County, TX"	"48061"	"Cuban"	"2182-4"	Suppressed	19	Suppressed
	"Cameron County, TX"	"48061"	"Central or South American"	"4"	Suppressed	191	Suppressed
	"Cameron County, TX"	"48061"	"Non-Hispanic White"	"6"	Suppressed	2575	Suppressed
	"Cameron County, TX"	"48061"	"Non-Hispanic Black"	"7"	Suppressed	168	Suppressed
	"Collin County, TX"	"48085"	"Mexican"	"2148-5"	72	13706	5.25
	"Collin County, TX"	"48085"	"Puerto Rican"	"2180-8"	Suppressed	480	Suppressed
	"Collin County, TX"	"48085"	"Cuban"	"2182-4"	Suppressed	138	Suppressed
	"Collin County, TX"	"48085"	"Central or South American"	"4"	Suppressed	2431	Suppressed
	"Collin County, TX"	"48085"	"Non-Hispanic White"	"6"	219	54290	4.03
	"Collin County, TX"	"48085"	"Non-Hispanic Black"	"7"	64	8703	7.35
	"Dallas County, TX"	"48113"	"Mexican"	"2148-5"	963	155357	6.20
	"Dallas County, TX"	"48113"	"Puerto Rican"	"2180-8"	Suppressed	1283	Suppressed
	"Dallas County, TX"	"48113"	"Cuban"	"2182-4"	Suppressed	448	Suppressed
	"Dallas County, TX"	"48113"	"Central or South American"	"4"	106	18055	5.87
	"Dallas County, TX"	"48113"	"Non-Hispanic White"	"6"	394	80326	4.91
	"Dallas County, TX"	"48113"	"Non-Hispanic Black"	"7"	933	77763	12.00
	"Denton County, TX"	"48121"	"Mexican"	"2148-5"	75	16502	4.54
	"Denton County, TX"	"48121"	"Puerto Rican"	"2180-8"	Suppressed	517	Suppressed
	"Denton County, TX"	"48121"	"Cuban"	"2182-4"	Suppressed	151	Suppressed
	"Denton County, TX"	"48121"	"Central or South American"	"4"	Suppressed	2135	Suppressed
	"Denton County, TX"	"48121"	"Non-Hispanic White"	"6"	218	48670	4.48
	"Denton County, TX"	"48121"	"Non-Hispanic Black"	"7"	62	7304	8.49
	"El Paso County, TX"	"48141"	"Mexican"	"2148-5"	311	74323	4.18
	"El Paso County, TX"	"48141"	"Puerto Rican"	"2180-8"	Suppressed	628	Suppressed
	"El Paso County, TX"	"48141"	"Cuban"	"2182-4"	Suppressed	85	Suppressed
	"El Paso County, TX"	"48141"	"Central or South American"	"4"	Suppressed	525	Suppressed
	"El Paso County, TX"	"48141"	"Non-Hispanic White"	"6"	65	13659	4.76
	"El Paso County, TX"	"48141"	"Non-Hispanic Black"	"7"	36	3412	10.55
	"Fort Bend County, TX"	"48157"	"Mexican"	"2148-5"	57	13434	4.24
	"Fort Bend County, TX"	"48157"	"Puerto Rican"	"2180-8"	Suppressed	394	Suppressed
	"Fort Bend County, TX"	"48157"	"Cuban"	"2182-4"	Suppressed	212	Suppressed
	"Fort Bend County, TX"	"48157"	"Central or South American"	"4"	11	3721	2.96 (Unreliable)
	"Fort Bend County, TX"	"48157"	"Non-Hispanic White"	"6"	87	24559	3.54
	"Fort Bend County, TX"	"48157"	"Non-Hispanic Black"	"7"	117	15443	7.58
	"Galveston County, TX"	"48167"	"Mexican"	"2148-5"	34	8136	4.18
	"Galveston County, TX"	"48167"	"Puerto Rican"	"2180-8"	Suppressed	148	Suppressed
	"Galveston County, TX"	"48167"	"Cuban"	"2182-4"	Suppressed	56	Suppressed
	"Galveston County, TX"	"48167"	"Central or South American"	"4"	Suppressed	1111	Suppressed
	"Galveston County, TX"	"48167"	"Non-Hispanic White"	"6"	105	20026	5.24
	"Galveston County, TX"	"48167"	"Non-Hispanic Black"	"7"	45	5018	8.97
	"Harris County, TX"	"48201"	"Mexican"	"2148-5"	1139	217128	5.25
	"Harris County, TX"	"48201"	"Puerto Rican"	"2180-8"	21	2855	7.36
	"Harris County, TX"	"48201"	"Cuban"	"2182-4"	Suppressed	2068	Suppressed
	"Harris County, TX"	"48201"	"Central or South American"	"4"	266	57159	4.65
	"Harris County, TX"	"48201"	"Non-Hispanic White"	"6"	735	152025	4.83
	"Harris County, TX"	"48201"	"Non-Hispanic Black"	"7"	1227	116855	10.50
	"Hidalgo County, TX"	"48215"	"Mexican"	"2148-5"	408	89168	4.58
	"Hidalgo County, TX"	"48215"	"Puerto Rican"	"2180-8"	Suppressed	108	Suppressed
	"Hidalgo County, TX"	"48215"	"Cuban"	"2182-4"	Suppressed	63	Suppressed
	"Hidalgo County, TX"	"48215"	"Central or South American"	"4"	Suppressed	618	Suppressed
	"Hidalgo County, TX"	"48215"	"Non-Hispanic White"	"6"	Suppressed	3062	Suppressed
	"Hidalgo County, TX"	"48215"	"Non-Hispanic Black"	"7"	Suppressed	243	Suppressed
	"Jefferson County, TX"	"48245"	"Mexican"	"2148-5"	31	6899	4.49
	"Jefferson County, TX"	"48245"	"Puerto Rican"	"2180-8"	Suppressed	97	Suppressed
	"Jefferson County, TX"	"48245"	"Cuban"	"2182-4"	Suppressed	44	Suppressed
	"Jefferson County, TX"	"48245"	"Central or South American"	"4"	Suppressed	776	Suppressed
	"Jefferson County, TX"	"48245"	"Non-Hispanic White"	"6"	74	11155	6.63
	"Jefferson County, TX"	"48245"	"Non-Hispanic Black"	"7"	138	11584	11.91
	"Lubbock County, TX"	"48303"	"Mexican"	"2148-5"	13	2294	5.67 (Unreliable)
	"Lubbock County, TX"	"48303"	"Puerto Rican"	"2180-8"	Suppressed	16	Suppressed
	"Lubbock County, TX"	"48303"	"Cuban"	"2182-4"	Suppressed	Suppressed	Suppressed
	"Lubbock County, TX"	"48303"	"Central or South American"	"4"	Suppressed	39	Suppressed
	"Lubbock County, TX"	"48303"	"Non-Hispanic White"	"6"	Suppressed	3888	Suppressed
	"Lubbock County, TX"	"48303"	"Non-Hispanic Black"	"7"	Suppressed	724	Suppressed
	"Montgomery County, TX"	"48339"	"Mexican"	"2148-5"	61	12709	4.80
	"Montgomery County, TX"	"48339"	"Puerto Rican"	"2180-8"	Suppressed	247	Suppressed
	"Montgomery County, TX"	"48339"	"Cuban"	"2182-4"	Suppressed	108	Suppressed
	"Montgomery County, TX"	"48339"	"Central or South American"	"4"	Suppressed	2566	Suppressed
	"Montgomery County, TX"	"48339"	"Non-Hispanic White"	"6"	196	37038	5.29
	"Montgomery County, TX"	"48339"	"Non-Hispanic Black"	"7"	25	2736	9.14
	"Nueces County, TX"	"48355"	"Mexican"	"2148-5"	74	13093	5.65
	"Nueces County, TX"	"48355"	"Puerto Rican"	"2180-8"	Suppressed	164	Suppressed
	"Nueces County, TX"	"48355"	"Cuban"	"2182-4"	Suppressed	46	Suppressed
	"Nueces County, TX"	"48355"	"Central or South American"	"4"	Suppressed	291	Suppressed
	"Nueces County, TX"	"48355"	"Non-Hispanic White"	"6"	56	11359	4.93
	"Nueces County, TX"	"48355"	"Non-Hispanic Black"	"7"	Suppressed	1320	Suppressed
	"Tarrant County, TX"	"48439"	"Mexican"	"2148-5"	556	79438	7.00
	"Tarrant County, TX"	"48439"	"Puerto Rican"	"2180-8"	13	1825	7.12 (Unreliable)
	"Tarrant County, TX"	"48439"	"Cuban"	"2182-4"	Suppressed	391	Suppressed
	"Tarrant County, TX"	"48439"	"Central or South American"	"4"	26	5229	4.97
	"Tarrant County, TX"	"48439"	"Non-Hispanic White"	"6"	590	106686	5.53
	"Tarrant County, TX"	"48439"	"Non-Hispanic Black"	"7"	529	41435	12.77
	"Travis County, TX"	"48453"	"Mexican"	"2148-5"	274	57618	4.76
	"Travis County, TX"	"48453"	"Puerto Rican"	"2180-8"	Suppressed	701	Suppressed
	"Travis County, TX"	"48453"	"Cuban"	"2182-4"	Suppressed	550	Suppressed
	"Travis County, TX"	"48453"	"Central or South American"	"4"	20	4906	4.08
	"Travis County, TX"	"48453"	"Non-Hispanic White"	"6"	223	56269	3.96
	"Travis County, TX"	"48453"	"Non-Hispanic Black"	"7"	127	11517	11.03
	"Webb County, TX"	"48479"	"Mexican"	"2148-5"	48	7400	6.49
	"Webb County, TX"	"48479"	"Puerto Rican"	"2180-8"	Suppressed	20	Suppressed
	"Webb County, TX"	"48479"	"Cuban"	"2182-4"	Suppressed	Suppressed	Suppressed
	"Webb County, TX"	"48479"	"Central or South American"	"4"	Suppressed	70	Suppressed
	"Webb County, TX"	"48479"	"Non-Hispanic White"	"6"	Suppressed	119	Suppressed
	"Webb County, TX"	"48479"	"Non-Hispanic Black"	"7"	Suppressed	10	Suppressed
	"Williamson County, TX"	"48491"	"Mexican"	"2148-5"	14	2863	4.89 (Unreliable)
	"Williamson County, TX"	"48491"	"Puerto Rican"	"2180-8"	Suppressed	104	Suppressed
	"Williamson County, TX"	"48491"	"Cuban"	"2182-4"	Suppressed	40	Suppressed
	"Williamson County, TX"	"48491"	"Central or South American"	"4"	Suppressed	176	Suppressed
	"Williamson County, TX"	"48491"	"Non-Hispanic White"	"6"	35	7366	4.75
	"Williamson County, TX"	"48491"	"Non-Hispanic Black"	"7"	Suppressed	847	Suppressed
	"Unidentified Counties, TX"	"48999"	"Mexican"	"2148-5"	1784	325781	5.48
	"Unidentified Counties, TX"	"48999"	"Puerto Rican"	"2180-8"	30	4436	6.76
	"Unidentified Counties, TX"	"48999"	"Cuban"	"2182-4"	Suppressed	914	Suppressed
	"Unidentified Counties, TX"	"48999"	"Central or South American"	"4"	37	8415	4.40
	"Unidentified Counties, TX"	"48999"	"Non-Hispanic White"	"6"	3157	537859	5.87
	"Unidentified Counties, TX"	"48999"	"Non-Hispanic Black"	"7"	964	88638	10.88
	"Davis County, UT"	"49011"	"Mexican"	"2148-5"	Suppressed	618	Suppressed
	"Davis County, UT"	"49011"	"Puerto Rican"	"2180-8"	Suppressed	31	Suppressed
	"Davis County, UT"	"49011"	"Cuban"	"2182-4"	Suppressed	13	Suppressed
	"Davis County, UT"	"49011"	"Central or South American"	"4"	Suppressed	235	Suppressed
	"Davis County, UT"	"49011"	"Non-Hispanic White"	"6"	44	9859	4.46
	"Davis County, UT"	"49011"	"Non-Hispanic Black"	"7"	Suppressed	123	Suppressed
	"Salt Lake County, UT"	"49035"	"Mexican"	"2148-5"	151	27238	5.54
	"Salt Lake County, UT"	"49035"	"Puerto Rican"	"2180-8"	Suppressed	559	Suppressed
	"Salt Lake County, UT"	"49035"	"Cuban"	"2182-4"	Suppressed	136	Suppressed
	"Salt Lake County, UT"	"49035"	"Central or South American"	"4"	20	4172	4.79
	"Salt Lake County, UT"	"49035"	"Non-Hispanic White"	"6"	531	112285	4.73
	"Salt Lake County, UT"	"49035"	"Non-Hispanic Black"	"7"	35	3240	10.80
	"Utah County, UT"	"49049"	"Mexican"	"2148-5"	46	8244	5.58
	"Utah County, UT"	"49049"	"Puerto Rican"	"2180-8"	Suppressed	200	Suppressed
	"Utah County, UT"	"49049"	"Cuban"	"2182-4"	Suppressed	66	Suppressed
	"Utah County, UT"	"49049"	"Central or South American"	"4"	12	2231	5.38 (Unreliable)
	"Utah County, UT"	"49049"	"Non-Hispanic White"	"6"	377	91773	4.11
	"Utah County, UT"	"49049"	"Non-Hispanic Black"	"7"	Suppressed	499	Suppressed
	"Unidentified Counties, UT"	"49999"	"Mexican"	"2148-5"	102	17820	5.72
	"Unidentified Counties, UT"	"49999"	"Puerto Rican"	"2180-8"	Suppressed	394	Suppressed
	"Unidentified Counties, UT"	"49999"	"Cuban"	"2182-4"	Suppressed	79	Suppressed
	"Unidentified Counties, UT"	"49999"	"Central or South American"	"4"	16	2777	5.76 (Unreliable)
	"Unidentified Counties, UT"	"49999"	"Non-Hispanic White"	"6"	781	153678	5.08
	"Unidentified Counties, UT"	"49999"	"Non-Hispanic Black"	"7"	14	1216	11.51 (Unreliable)
	"Unidentified Counties, VT"	"50999"	"Mexican"	"2148-5"	Suppressed	233	Suppressed
	"Unidentified Counties, VT"	"50999"	"Puerto Rican"	"2180-8"	Suppressed	184	Suppressed
	"Unidentified Counties, VT"	"50999"	"Cuban"	"2182-4"	Suppressed	28	Suppressed
	"Unidentified Counties, VT"	"50999"	"Central or South American"	"4"	Suppressed	192	Suppressed
	"Unidentified Counties, VT"	"50999"	"Non-Hispanic White"	"6"	244	51929	4.70
	"Unidentified Counties, VT"	"50999"	"Non-Hispanic Black"	"7"	Suppressed	918	Suppressed
	"Chesterfield County, VA"	"51041"	"Mexican"	"2148-5"	Suppressed	1195	Suppressed
	"Chesterfield County, VA"	"51041"	"Puerto Rican"	"2180-8"	Suppressed	383	Suppressed
	"Chesterfield County, VA"	"51041"	"Cuban"	"2182-4"	Suppressed	40	Suppressed
	"Chesterfield County, VA"	"51041"	"Central or South American"	"4"	Suppressed	1766	Suppressed
	"Chesterfield County, VA"	"51041"	"Non-Hispanic White"	"6"	99	20882	4.74
	"Chesterfield County, VA"	"51041"	"Non-Hispanic Black"	"7"	64	7428	8.62
	"Fairfax County, VA"	"51059"	"Mexican"	"2148-5"	11	2761	3.98 (Unreliable)
	"Fairfax County, VA"	"51059"	"Puerto Rican"	"2180-8"	Suppressed	867	Suppressed
	"Fairfax County, VA"	"51059"	"Cuban"	"2182-4"	Suppressed	193	Suppressed
	"Fairfax County, VA"	"51059"	"Central or South American"	"4"	126	23403	5.38
	"Fairfax County, VA"	"51059"	"Non-Hispanic White"	"6"	218	60118	3.63
	"Fairfax County, VA"	"51059"	"Non-Hispanic Black"	"7"	106	13728	7.72
	"Henrico County, VA"	"51087"	"Mexican"	"2148-5"	Suppressed	1037	Suppressed
	"Henrico County, VA"	"51087"	"Puerto Rican"	"2180-8"	Suppressed	277	Suppressed
	"Henrico County, VA"	"51087"	"Cuban"	"2182-4"	Suppressed	69	Suppressed
	"Henrico County, VA"	"51087"	"Central or South American"	"4"	Suppressed	1036	Suppressed
	"Henrico County, VA"	"51087"	"Non-Hispanic White"	"6"	83	18583	4.47
	"Henrico County, VA"	"51087"	"Non-Hispanic Black"	"7"	122	10303	11.84
	"Loudoun County, VA"	"51107"	"Mexican"	"2148-5"	Suppressed	214	Suppressed
	"Loudoun County, VA"	"51107"	"Puerto Rican"	"2180-8"	Suppressed	103	Suppressed
	"Loudoun County, VA"	"51107"	"Cuban"	"2182-4"	Suppressed	28	Suppressed
	"Loudoun County, VA"	"51107"	"Central or South American"	"4"	Suppressed	578	Suppressed
	"Loudoun County, VA"	"51107"	"Non-Hispanic White"	"6"	11	5560	1.98 (Unreliable)
	"Loudoun County, VA"	"51107"	"Non-Hispanic Black"	"7"	Suppressed	775	Suppressed
	"Prince William County, VA"	"51153"	"Mexican"	"2148-5"	Suppressed	2741	Suppressed
	"Prince William County, VA"	"51153"	"Puerto Rican"	"2180-8"	Suppressed	843	Suppressed
	"Prince William County, VA"	"51153"	"Cuban"	"2182-4"	Suppressed	95	Suppressed
	"Prince William County, VA"	"51153"	"Central or South American"	"4"	53	8397	6.31
	"Prince William County, VA"	"51153"	"Non-Hispanic White"	"6"	108	26286	4.11
	"Prince William County, VA"	"51153"	"Non-Hispanic Black"	"7"	130	12315	10.56
	"Virginia Beach city, VA"	"51810"	"Mexican"	"2148-5"	Suppressed	1687	Suppressed
	"Virginia Beach city, VA"	"51810"	"Puerto Rican"	"2180-8"	Suppressed	1347	Suppressed
	"Virginia Beach city, VA"	"51810"	"Cuban"	"2182-4"	Suppressed	123	Suppressed
	"Virginia Beach city, VA"	"51810"	"Central or South American"	"4"	Suppressed	1092	Suppressed
	"Virginia Beach city, VA"	"51810"	"Non-Hispanic White"	"6"	161	34788	4.63
	"Virginia Beach city, VA"	"51810"	"Non-Hispanic Black"	"7"	136	12573	10.82
	"Unidentified Counties, VA"	"51999"	"Mexican"	"2148-5"	117	18762	6.24
	"Unidentified Counties, VA"	"51999"	"Puerto Rican"	"2180-8"	45	5307	8.48
	"Unidentified Counties, VA"	"51999"	"Cuban"	"2182-4"	Suppressed	789	Suppressed
	"Unidentified Counties, VA"	"51999"	"Central or South American"	"4"	134	23376	5.73
	"Unidentified Counties, VA"	"51999"	"Non-Hispanic White"	"6"	2067	377051	5.48
	"Unidentified Counties, VA"	"51999"	"Non-Hispanic Black"	"7"	1884	144540	13.03
	"Clark County, WA"	"53011"	"Mexican"	"2148-5"	17	4565	3.72 (Unreliable)
	"Clark County, WA"	"53011"	"Puerto Rican"	"2180-8"	Suppressed	142	Suppressed
	"Clark County, WA"	"53011"	"Cuban"	"2182-4"	Suppressed	51	Suppressed
	"Clark County, WA"	"53011"	"Central or South American"	"4"	Suppressed	484	Suppressed
	"Clark County, WA"	"53011"	"Non-Hispanic White"	"6"	182	39257	4.64
	"Clark County, WA"	"53011"	"Non-Hispanic Black"	"7"	Suppressed	1081	Suppressed
	"King County, WA"	"53033"	"Mexican"	"2148-5"	96	22516	4.26
	"King County, WA"	"53033"	"Puerto Rican"	"2180-8"	Suppressed	913	Suppressed
	"King County, WA"	"53033"	"Cuban"	"2182-4"	Suppressed	293	Suppressed
	"King County, WA"	"53033"	"Central or South American"	"4"	13	4180	3.11 (Unreliable)
	"King County, WA"	"53033"	"Non-Hispanic White"	"6"	412	120747	3.41
	"King County, WA"	"53033"	"Non-Hispanic Black"	"7"	148	19571	7.56
	"Kitsap County, WA"	"53035"	"Mexican"	"2148-5"	Suppressed	329	Suppressed
	"Kitsap County, WA"	"53035"	"Puerto Rican"	"2180-8"	Suppressed	62	Suppressed
	"Kitsap County, WA"	"53035"	"Cuban"	"2182-4"	Suppressed	Suppressed	Suppressed
	"Kitsap County, WA"	"53035"	"Central or South American"	"4"	Suppressed	104	Suppressed
	"Kitsap County, WA"	"53035"	"Non-Hispanic White"	"6"	24	4699	5.11
	"Kitsap County, WA"	"53035"	"Non-Hispanic Black"	"7"	Suppressed	277	Suppressed
	"Pierce County, WA"	"53053"	"Mexican"	"2148-5"	46	9746	4.72
	"Pierce County, WA"	"53053"	"Puerto Rican"	"2180-8"	Suppressed	1223	Suppressed
	"Pierce County, WA"	"53053"	"Cuban"	"2182-4"	Suppressed	173	Suppressed
	"Pierce County, WA"	"53053"	"Central or South American"	"4"	Suppressed	1076	Suppressed
	"Pierce County, WA"	"53053"	"Non-Hispanic White"	"6"	317	67092	4.72
	"Pierce County, WA"	"53053"	"Non-Hispanic Black"	"7"	89	8863	10.04
	"Snohomish County, WA"	"53061"	"Mexican"	"2148-5"	36	8491	4.24
	"Snohomish County, WA"	"53061"	"Puerto Rican"	"2180-8"	Suppressed	371	Suppressed
	"Snohomish County, WA"	"53061"	"Cuban"	"2182-4"	Suppressed	93	Suppressed
	"Snohomish County, WA"	"53061"	"Central or South American"	"4"	Suppressed	1020	Suppressed
	"Snohomish County, WA"	"53061"	"Non-Hispanic White"	"6"	213	55681	3.83
	"Snohomish County, WA"	"53061"	"Non-Hispanic Black"	"7"	21	3029	6.93
	"Spokane County, WA"	"53063"	"Mexican"	"2148-5"	Suppressed	2169	Suppressed
	"Spokane County, WA"	"53063"	"Puerto Rican"	"2180-8"	Suppressed	164	Suppressed
	"Spokane County, WA"	"53063"	"Cuban"	"2182-4"	Suppressed	65	Suppressed
	"Spokane County, WA"	"53063"	"Central or South American"	"4"	Suppressed	199	Suppressed
	"Spokane County, WA"	"53063"	"Non-Hispanic White"	"6"	248	45720	5.42
	"Spokane County, WA"	"53063"	"Non-Hispanic Black"	"7"	Suppressed	1336	Suppressed
	"Thurston County, WA"	"53067"	"Mexican"	"2148-5"	Suppressed	453	Suppressed
	"Thurston County, WA"	"53067"	"Puerto Rican"	"2180-8"	Suppressed	65	Suppressed
	"Thurston County, WA"	"53067"	"Cuban"	"2182-4"	Suppressed	10	Suppressed
	"Thurston County, WA"	"53067"	"Central or South American"	"4"	Suppressed	86	Suppressed
	"Thurston County, WA"	"53067"	"Non-Hispanic White"	"6"	19	4644	4.09 (Unreliable)
	"Thurston County, WA"	"53067"	"Non-Hispanic Black"	"7"	Suppressed	273	Suppressed
	"Unidentified Counties, WA"	"53999"	"Mexican"	"2148-5"	329	65880	4.99
	"Unidentified Counties, WA"	"53999"	"Puerto Rican"	"2180-8"	Suppressed	873	Suppressed
	"Unidentified Counties, WA"	"53999"	"Cuban"	"2182-4"	Suppressed	208	Suppressed
	"Unidentified Counties, WA"	"53999"	"Central or South American"	"4"	11	2952	3.73 (Unreliable)
	"Unidentified Counties, WA"	"53999"	"Non-Hispanic White"	"6"	810	163631	4.95
	"Unidentified Counties, WA"	"53999"	"Non-Hispanic Black"	"7"	37	3969	9.32
	"Unidentified Counties, WV"	"54999"	"Mexican"	"2148-5"	Suppressed	913	Suppressed
	"Unidentified Counties, WV"	"54999"	"Puerto Rican"	"2180-8"	Suppressed	326	Suppressed
	"Unidentified Counties, WV"	"54999"	"Cuban"	"2182-4"	Suppressed	35	Suppressed
	"Unidentified Counties, WV"	"54999"	"Central or South American"	"4"	Suppressed	426	Suppressed
	"Unidentified Counties, WV"	"54999"	"Non-Hispanic White"	"6"	1265	175984	7.19
	"Unidentified Counties, WV"	"54999"	"Non-Hispanic Black"	"7"	76	6895	11.02
	"Dane County, WI"	"55025"	"Mexican"	"2148-5"	16	3852	4.15 (Unreliable)
	"Dane County, WI"	"55025"	"Puerto Rican"	"2180-8"	Suppressed	246	Suppressed
	"Dane County, WI"	"55025"	"Cuban"	"2182-4"	Suppressed	59	Suppressed
	"Dane County, WI"	"55025"	"Central or South American"	"4"	Suppressed	874	Suppressed
	"Dane County, WI"	"55025"	"Non-Hispanic White"	"6"	173	40671	4.25
	"Dane County, WI"	"55025"	"Non-Hispanic Black"	"7"	66	4713	14.00
	"Milwaukee County, WI"	"55079"	"Mexican"	"2148-5"	105	16764	6.26
	"Milwaukee County, WI"	"55079"	"Puerto Rican"	"2180-8"	34	5192	6.55
